isrun,idmachine,namemachine,nameeng,sizemachine,capacity,Power,point,model,nummachine,usejob,capability,manufacturer,machineinclude,genration,energy,create_date,create_by,update_date,update_by,division,machinegroupid,fis_refcode,out
127,KI1-EM-MDB-3102,ตู้ MDB บ่อน้ำดิบ 1,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
128,KI1-EM-MDB-3103,ตู้ MDB บ่อหมักไร้อากาศ 3,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
129,KI1-EM-MDB-3104,ตู้ MDB บ่อรับน้ำจากครองจักราช,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
130,KI1-EM-MDB-3105,ตู้ MDB บ่อน้ำดิบ 3 No.1,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
131,KI1-EM-MDB-3106,ตู้ MDB สระเติมอากาศ,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
132,KI1-EM-MDB-3107,ตู้ MDB บ่อน้ำดิบ 2,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
133,KI1-EM-MDB-3108,ตู้ MDB ตาชั่งโรงปุ๋ยใหม่,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
134,KI1-EM-MDB-3109,ตู้ MDB โรงปุ๋ยใหม่,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
135,KI1-EM-MDB-3110,ตู้ MDB  บ่อหมักไร้อากาศ 4,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
136,KI1-EM-MDB-3111,ตู้ MDB บ่อแฟคคัลเททีฟ 2,Main Distribution Board,,,,,,,,,,,,,10/12/2020,Admin,,,20,328,,
137,KI1-EM-MCC-0101,ACB1-1 จ่ายหม้อต้ม,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
138,KI1-EM-MCC-0102,ACB2-1 จ่ายหม้อต้ม,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
139,KI1-EM-MCC-0103,ACB3-1 จ่ายหม้อต้ม,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
140,KI1-EM-MCC-0104,ACB4-1 จ่ายหม้อต้ม,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
141,KI1-EM-MCC-0201,MCC1- 6_ACB1-2 จ่ายหม้อปั่น A11(SU),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
142,KI1-EM-MCC-0202,MCC1- 6_ACB2-2 จ่ายตู้ปั๊ม - กระพ้อ A-B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
143,KI1-EM-MCC-0203,"MCC1- 6_ACB3-2 จ่ายแว็คคั่มรีไฟน์,ปั๊มน้ำกลับคลูลิ่ง,สะพานยางหม้อเคี่ยว4-5 , กระพ้อ 4",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
144,KI1-EM-MCC-0204,MCC1- 6_ACB4-2 จ่ายห้อง MCC รีไฟน์ชั้นล่าง,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
145,KI1-EM-MCC-0205,MCC1- 6_ACB5-2 จ่าย MCC ปั๊มน้ำกลับคลูลิ่ง - หม้อปั่น B5,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
146,KI1-EM-MCC-0206,MCC2- 6_ACB5-2 จ่าย MCC ปั๊มน้ำกลับคลูลิ่ง - หม้อปั่น B5,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
147,KI1-EM-MCC-0207,LOOP5-2_MDB2 / MDB12-6 จ่ายเมนชั่วคราวรีไฟน์,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
148,KI1-EM-MCC-0208,LOOP5-2_MDB2 / MDB12-6 จ่ายเมนชั่วคราวโกดัง 2,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
149,KI1-EM-MCC-0209,LOOP6-2_MDB2 / MDB12-6 จ่ายตู้ MCC Drum Dryer ,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
150,KI1-EM-MCC-0210,"LOOP7-2_ACB2-2 จ่ายรางผสมเชื้อหม้อเคี่ยว , สะพานยางหลังหม้อเคี่ยว",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
151,KI1-EM-MCC-0301,MCC1- 4_ACB1-3 เมนสะพานข้ามชุด,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
152,KI1-EM-MCC-0302,MCC1- 4_ACB2-3 ปั๊มน้ำมันขับลูกหีบชุดที่ 6,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
153,KI1-EM-MCC-0303,MCC1- 4_ACB3-3 ปั๊มน้ำมันตะกาว,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
154,KI1-EM-MCC-0304,MCC2- 4_ACB3-3_MCCB 400 A จ่ายเมนตู้ MCC ป.น้ำมันตะกาว,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
155,KI1-EM-MCC-0305,MCC1- 4_ACB4-3 ส่งกรองฮีตเตอร์,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
156,KI1-EM-MCC-0306,MCC2- 4_ACB4-3 ส่งกรองฮีตเตอร์,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
157,KI1-EM-MCC-0307,MCC1- 4_ACB5-3 ปั๊มน้ำมันขับลูกหีบชุดที่ 1,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
158,KI1-EM-MCC-0308,"LOOP5-4_MDB3 / MDB12-2 จ่ายเมนชั่วคราว ,บริการแสงสว่าง , ห้องชุด 3-5 ,
เครน 45 ตัน",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
159,KI1-EM-MCC-0309,ACB6-1: EP7 จ่ายเทอร์ไบน์ 6 ชุด,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
160,KI1-EM-MCC-0401,MCC1_MDB 4 จ่ายตู้ใบมีดตัดอ้อยสะพานเมน CK3,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
161,KI1-EM-MCC-0402,MCC2_MDB 4 จ่ายตู้ใบมีดตัดอ้อยสะพานไซด์ CK1,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
162,KI1-EM-MCC-0501,"MCC1- 5_ACB1-5 จ่ายลุ่มสะพานโซ่ 1,2,3,4   สะพานยาง 6/1 , 6/2 , 8 , 8/ 1,ปั๊ม 725 , 726",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
163,KI1-EM-MCC-0502,"MCC2- 5_ACB1-5 จ่ายสะพานยาง 6,7 พัดลมเป่ากากอ้อยไปหม้อต้ม ปั๊มขี้เถ้า , ปั๊ม669 , ปั๊ม 723 ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
164,KI1-EM-MCC-0503,"MCC3- 5_ACB1-5 จ่ายสะพานโซ่ 7 , 3 สำรอง , สะพานยาง 1,2,3,4,5,10
มอเตอร์ป้อน-คายกากอ้อย , หม้ออบกากอ้อยแรงต่ำ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
165,KI1-EM-MCC-0504,"MCC4- 5_ACB1-5 จ่ายสะพานโซ่ 8 , 9",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
166,KI1-EM-MCC-0505,MCC1- 5_ACB2-5 จ่ายชุดเตา 1,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
167,KI1-EM-MCC-0506,MCC2- 5_ACB2-5 จ่ายชุดเตา 2,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
168,KI1-EM-MCC-0507,"MCC1- 5_ACB3-5 จ่ายสะพานโซ่ 5 , 6 , โซ่ 6 สำรอง สะพานยาง 11,12,13,14/1 , 9/1",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
169,KI1-EM-MCC-0508,MCC1- 5_ACB4-5 จ่ายเมนปั๊มขี้เถ้า โรงแก็ส,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
170,KI1-EM-MCC-0509,MCC1- 5_ACB5-5 จ่ายชุดเตา 3,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
171,KI1-EM-MCC-0510,MCC2- 5_ACB5-5 จ่ายเมน LOW TENSION INCOMING PANAL (ดีแอร์),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
172,KI1-EM-MCC-0511,LOOP6-5_MDB5 / MDB12-3 จ่ายชุดลิ้นสะพาน,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
173,KI1-EM-MCC-0512,LOOP6-5_MDB5 / MDB12-3 จ่ายบริการตู้เชื่อม,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
174,KI1-EM-MCC-0513,LOOP6-5_MDB5 / MDB12-3 จ่ายบริการตู้เชื่อม,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
175,KI1-EM-MCC-0514,LOOP6-5_MDB5 / MDB12-3 จ่ายตู้ LOW TENSION INCOMING PANAL (ดีแอร์),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
176,KI1-EM-MCC-0515,"LOOP7-5_MDB5 / MDB12-3 จ่ายตู้บริการ (DB)รอบกำแพง POWER HOUSE KI2 , 
 มิเตอร์ขายไฟ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
177,KI1-EM-MCC-0516,LOOP7-5_MDB5 / MDB12-3 จ่ายเมนบริการ 380 V หัวสะพานยาง 7,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
178,KI1-EM-MCC-0801,MCC1- 7_ACB1-8 จ่ายแว็คคั่ม 1-2,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
179,KI1-EM-MCC-0802,MCC1- 7_ACB2-8 จ่ายแว็คคั่ม 1-2,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
180,KI1-EM-MCC-0803,MCC1- 7_ACB3-8 จ่ายหม้อปั่น A1,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
181,KI1-EM-MCC-0804,MCC2- 7_ACB3-8 จ่ายหม้อปั่น A6,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
182,KI1-EM-MCC-0805,MCC3- 7_ACB3-8 จ่ายหม้อปั่น A7,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
183,KI1-EM-MCC-0806,MCC1- 7_ACB4-8จ่ายหม้อปั่น A5,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
184,KI1-EM-MCC-0807,MCC2- 7_ACB4-8 จ่ายหม้อปั่น A10,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
185,KI1-EM-MCC-0808,MCC3- 7_ACB4-8/MDB12(Interlock  MCC1-7),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
186,KI1-EM-MCC-0809,LOOP5-8_MDB8 / MDB12-4 จ่ายรางกวน - ตู้ LP ,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
187,KI1-EM-MCC-0810,LOOP6-8_MDB8 / MDB12-4 จ่ายตู้เมนสะพานยางลำเลียงกากหม้อกรอง,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
188,KI1-EM-MCC-0901,MCC1- 8_ACB1-9 จ่ายแว็คคั่ม 5-6-7 - B3,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
189,KI1-EM-MCC-0902,MCC1- 8_ACB2-9 จ่ายหม้อปั่น  B6,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
190,KI1-EM-MCC-0903,MCC2- 8_ACB2-9 จ่ายหม้อปั่น  B8,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
191,KI1-EM-MCC-0904,MCC3- 8_ACB2-9 จ่ายหม้อปั่น  B9,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
192,KI1-EM-MCC-0905,MCC4- 8_ACB2-9 จ่ายหม้อปั่น  B10,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
193,KI1-EM-MCC-0906,MCC1- 8_ACB3-9 จ่ายตู้หน้าหม้อเคี่ยว A - B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
194,KI1-EM-MCC-0907,MCC2- 8_ACB3-9 จ่ายตู้หน้าหม้อเคี่ยว A - B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
195,KI1-EM-MCC-0908,MCC3- 8_ACB3-9 จ่ายตู้หน้าหม้อเคี่ยว A - B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
196,KI1-EM-MCC-0909,MCC4- 8_ACB3-9 จ่ายตู้หน้าหม้อเคี่ยว A - B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
197,KI1-EM-MCC-0910,MCC5- 8_ACB3-9 จ่ายตู้หน้าหม้อเคี่ยว A - B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
198,KI1-EM-MCC-0911,MCC6- 8_ACB3-9 จ่ายตู้หน้าหม้อเคี่ยว A - B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
199,KI1-EM-MCC-0912,MCC7- 8_ACB3-9 จ่ายตู้หน้าหม้อเคี่ยว A - B,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
200,KI1-EM-MCC-0913,MCC1- 8_ACB4-9 จ่ายหม้อปั่น  B3,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
201,KI1-EM-MCC-0914,MCC2- 8_ACB4-9 จ่ายหม้อปั่น  B4,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
202,KI1-EM-MCC-0915,MCC3- 8_ACB4-9 จ่ายหม้อปั่น  B7,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
203,KI1-EM-MCC-1001,MCC1- 9_ACB1-10 จ่ายแว็คคั่ม R - C,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
204,KI1-EM-MCC-1002,MCC2- 9_ACB1-10 จ่ายแว็คคั่ม R - C,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
205,KI1-EM-MCC-1003,MCC1- 9_ACB2-10 จ่ายมอเตอร์ปั๊มด้าน R,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
206,KI1-EM-MCC-1004,MCC1- 9_ACB3-10 จ่ายหม้อปั่น  (R5),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
207,KI1-EM-MCC-1005,MCC2- 9_ACB3-10 จ่ายหม้อปั่น (R6),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
208,KI1-EM-MCC-1006,MCC1- 9_ACB4-10 จ่ายหม้อปั่น (R3),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
209,KI1-EM-MCC-1007,MCC2- 9_ACB4-10 จ่ายหม้อปั่น (R4),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
210,KI1-EM-MCC-1008,MCC1- 9_ACB5-10 จ่ายหม้อปั่น (C1),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
211,KI1-EM-MCC-1009,MCC2- 9_ACB5-10 จ่ายหม้อปั่น (C3),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
212,KI1-EM-MCC-1010,MCC3- 9_ACB5-10 จ่ายหม้อปั่น (C4),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
213,KI1-EM-MCC-1011,MCC5- 9_ACB5-10 จ่ายหม้อปั่น (C13),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
214,KI1-EM-MCC-1012,MCC6- 9_ACB5-10 จ่ายหม้อปั่น (C16),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
215,KI1-EM-MCC-1013,MCC7- 9_ACB5-10 จ่ายหม้อปั่น (C17),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
216,KI1-EM-MCC-1014,MCC8- 9_ACB5-10 จ่ายหม้อปั่น  (C18),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
217,KI1-EM-MCC-1015,MCC9- 9_ACB5-10จ่ายหม้อปั่น  (C20),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
218,KI1-EM-MCC-1016,"MCC1- 9_ACB6-10  จ่ายหม้อปั่น 2,000 ตัน",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
219,KI1-EM-MCC-1017,LOOP5-10_MDB10 / MDB12-5 จ่ายตู้รางกวนฝั่ง R -  C,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
220,KI1-EM-MCC-1018,"LOOP6-10_MDB10 / MDB12-5 จ่ายไซโล 3 , 4",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
221,KI1-EM-MCC-1101,MCC1- 11_ACB1-11 จ่ายหม้อปั่น R1,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
222,KI1-EM-MCC-1102,"MCC2- 11_ACB1-11 จ่ายแว็คคั่ม R1 , ตู้หน้าหม้อเคี่ยว R , ถังกวนตั้ง ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
223,KI1-EM-MCC-1103,"MCC3- 11_ACB1-11 จ่ายแว็คคั่ม R1 , ตู้หน้าหม้อเคี่ยว R , ถังกวนตั้ง ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
224,KI1-EM-MCC-1104,"MCC4- 11_ACB1-11 จ่ายแว็คคั่ม R1 , ตู้หน้าหม้อเคี่ยว R , ถังกวนตั้ง ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
225,KI1-EM-MCC-1105,"MCC5- 11_ACB1-11 จ่ายแว็คคั่ม R1 , ตู้หน้าหม้อเคี่ยว R , ถังกวนตั้ง ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
226,KI1-EM-MCC-1106,"MCC6- 11_ACB1-11 จ่ายแว็คคั่ม R1 , ตู้หน้าหม้อเคี่ยว R , ถังกวนตั้ง ",Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
227,KI1-EM-MCC-1107,MCC1- 11_ACB2-11 จ่ายหม้อปั่น (C2),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
228,KI1-EM-MCC-1108,MCC2- 11_ACB2-11 จ่ายหม้อปั่น (C5),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
229,KI1-EM-MCC-1109,MCC3- 11_ACB2-11 จ่ายหม้อปั่น (C6),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
230,KI1-EM-MCC-1110,MCC4- 11_ACB2-11 จ่ายหม้อปั่น(C7),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
231,KI1-EM-MCC-1111,MCC5- 11_ACB2-11จ่ายหม้อปั่น (C8),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
232,KI1-EM-MCC-1112,MCC6- 11_ACB2-11 จ่ายหม้อปั่น(C9),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
233,KI1-EM-MCC-1113,MCC7- 11_ACB2-11จ่ายหม้อปั่น (C10),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
234,KI1-EM-MCC-1114,MCC8- 11_ACB2-11จ่ายหม้อปั่น (C11),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
235,KI1-EM-MCC-1115,MCC9- 11_ACB2-11 จ่ายหม้อปั่น(C12),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
236,KI1-EM-MCC-1116,MCC10- 11_ACB2-11จ่ายหม้อปั่น (C14),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
237,KI1-EM-MCC-1117,MCC11- 11_ACB2-11จ่ายหม้อปั่น (C15),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
238,KI1-EM-MCC-1118,MCC12- 11_ACB2-11จ่ายหม้อปั่น (C19),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
239,KI1-EM-MCC-1119,MCC1- 11_ACB3-11จ่ายหม้อปั่น (R2),Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
240,KI1-EM-MCC-1120,MCC2- 11_ACB3-11 ตู้หน้าหม้อเคี่ยว C1,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
241,KI1-EM-MCC-1121,MCC3- 11_ACB3-11ตู้หน้าหม้อเคี่ยว C2,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
242,KI1-EM-MCC-1122,MCC4- 11_ACB3-11ตู้หน้าหม้อเคี่ยว C3,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
243,KI1-EM-MCC-1123,MCC5- 11_ACB3-11ตู้หน้าหม้อเคี่ยว C4,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
244,KI1-EM-MCC-1124,MCC1- 11_ACB4-11 จ่ายมอเตอร์ปั๊มด้าน C,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
245,KI1-EM-MCC-1501,MCC1- 13_ACB1-15 จ่ายห้อง MCC รีไฟน์ชั้นบน + คอนดิชั่นนิ่งไซโล,Motor Control Center,,,,,,,,,,,,,10/12/2020,Admin,,,20,329,,
